dwc:scientificName,gbif:canonicalName,coreid,dwc:basisOfRecord,dwc:catalogNumber,dwc:collectionCode,dwc:recordedBy,dwc:vernacularName,idigbio:commonnames,dwc:coordinateUncertaintyInMeters,dwc:county,idigbio:eventDate,idigbio:dataQualityScore,dwc:eventDate,dwc:fieldNumber,idigbio:flags,dwc:genus,idigbio:geoPoint,dwc:institutionCode,dwc:locality,evelation,dwc:recordNumber,dwc:verbatimEventDate,dwc:verbatimLocality
carpodacus mexicanus frontalis,haemorhous mexicanus frontalis,73c65e76-dcc6-49f3-aa5f-86150d7540af,preservedspecimen,155088,birds,"baker, a j",,,10558402,honolulu county,1991-07-26T00:00:00+00:00,0.3188405797101449,1991-07-26,,"[""dwc_taxonrank_added"", ""gbif_reference_added"", ""gbif_genericname_added"", ""dwc_datasetid_added"", ""gbif_vernacularname_added"", ""idigbio_isocountrycode_added"", ""dwc_family_replaced"", ""dwc_scientificnameauthorship_added"", ""dwc_specificepithet_replaced"", ""dwc_taxonomicstatus_added"", ""dwc_taxonid_added"", ""dwc_country_replaced"", ""dwc_multimedia_added"", ""dwc_parentnameusageid_added"", ""gbif_taxon_corrected"", ""gbif_canonicalname_added""]",haemorhous,"{""lat"": 21.347857, ""lon"": -157.721308}",rom,"waimanola, oahu island",,ajb 5659,19910726,"waimanola, oahu island"
hemignathus wilsoni,hemignathus wilsoni,01bd4912-e6bc-469d-8312-193309c92a68,machineobservation,424453,ml,timothy barksdale,akiapolaau,"[""Akiapolaau""]",,,2002-03-27T00:00:00+00:00,0.3333333333333333,2002-03-27,,"[""geopoint_datum_error"", ""dwc_taxonomicstatus_added"", ""gbif_genericname_added"", ""dwc_datasetid_added"", ""gbif_taxon_corrected"", ""dwc_parentnameusageid_added"", ""dwc_scientificnameauthorship_added"", ""dwc_taxonid_added"", ""gbif_vernacularname_added"", ""idigbio_isocountrycode_added"", ""gbif_canonicalname_added"", ""gbif_reference_added""]",hemignathus,"{""lat"": 19.865556, ""lon"": -155.336111}",clo,hakalau forest national wildlife refuge,,,27-mar-2002,united states | hawaii | hakalau forest national wildlife refuge
loxops caeruleirostris,loxops caeruleirostris,e376c98b-ec0c-4fea-ba24-bd765734cb26,preservedspecimen,105205,kuo,,,,11215.047831,,1967-01-21T00:00:00+00:00,0.2318840579710145,1967-01-21,,"[""dwc_taxonrank_added"", ""gbif_reference_added"", ""gbif_canonicalname_added"", ""dwc_taxonid_added"", ""dwc_taxonomicstatus_added"", ""gbif_genericname_added"", ""dwc_datasetid_added"", ""dwc_originalnameusageid_added"", ""dwc_multimedia_added"", ""dwc_country_replaced"", ""dwc_scientificnameauthorship_added"", ""dwc_continent_replaced"", ""idigbio_isocountrycode_added"", ""gbif_vernacularname_added"", ""gbif_taxon_corrected"", ""dwc_parentnameusageid_added""]",loxops,"{""lat"": 22.1083333, ""lon"": -159.5583333}",ku,"kauai, alakai swamp",,,21 january 1967,
magumma parva,magumma parva,772ae439-fcb6-4d2d-b78d-a54f6daefaa7,preservedspecimen,105207,kuo,"huber, l.",,,53568,,1966-09-03T00:00:00+00:00,0.2753623188405797,1966-09-03,lnh 1549,"[""dwc_taxonrank_added"", ""gbif_reference_added"", ""gbif_canonicalname_added"", ""dwc_taxonid_added"", ""dwc_taxonomicstatus_added"", ""gbif_genericname_added"", ""dwc_datasetid_added"", ""dwc_multimedia_added"", ""dwc_country_replaced"", ""dwc_scientificnameauthorship_added"", ""dwc_continent_replaced"", ""idigbio_isocountrycode_added"", ""gbif_vernacularname_added"", ""gbif_taxon_corrected"", ""dwc_parentnameusageid_added""]",magumma,"{""lat"": 22.0041103, ""lon"": -159.7594606}",ku,kauai,,,03 september 1966,
loxioides bailleui,loxioides bailleui,e2a045ea-dbf3-4bac-b71f-5f6c46f58db5,preservedspecimen,mvz:egg:13968,egg,collector(s): william b. monahan,,,359.0,hawaii county,1998-09-24,0.42028985507246375,1998-09-24/1998-09-24,,"[""geopoint_datum_error"", ""dwc_continent_added"", ""idigbio_isocountrycode_added""]",loxioides,"{""lat"": 19.81222, ""lon"": -155.61444}",mvz,"west slope mauna kea, ahumoa transect #3",,william b. monahan 6,24 sep 1998,"ahumoa transect #3, west slope mauna kea, hawaii, hawaiian islands"
loxops virens,chlorodrepanis virens,8fca3af6-8b34-4ff1-9129-fabf0ee418af,preservedspecimen,62730,birds,,,,36004,honolulu county,,0.30434782608695654,,,"[""dwc_taxonrank_added"", ""dwc_family_replaced"", ""gbif_canonicalname_added"", ""dwc_taxonomicstatus_added"", ""gbif_genericname_added"", ""dwc_datasetid_added"", ""dwc_taxonid_added"", ""dwc_country_replaced"", ""idigbio_isocountrycode_added"", ""gbif_taxon_corrected"", ""dwc_scientificnameauthorship_added"", ""dwc_parentnameusageid_added""]",chlorodrepanis,"{""lat"": 21.451349, ""lon"": -157.957932}",rom,oahu island,,jhf 27154,,oahu island
vestiaria coccinea,vestiaria coccinea,933bb3ce-fefd-42ba-a19d-7506fc649147,preservedspecimen,62703,birds,"palmer, h c",,,87816,hawaii county,,0.2463768115942029,,,"[""dwc_taxonrank_added"", ""dwc_family_replaced"", ""gbif_reference_added"", ""gbif_canonicalname_added"", ""gbif_genericname_added"", ""dwc_datasetid_added"", ""dwc_originalnameusageid_added"", ""dwc_taxonid_added"", ""dwc_multimedia_added"", ""dwc_parentnameusageid_added"", ""dwc_country_replaced"", ""idigbio_isocountrycode_added"", ""gbif_vernacularname_added"", ""gbif_taxon_corrected"", ""dwc_scientificnameauthorship_added"", ""dwc_taxonomicstatus_added""]",vestiaria,"{""lat"": 19.5953659, ""lon"": -155.4261626}",rom,hawaii island,,jhf 12905,,hawaii island
loxops maculata,paroreomyza maculata,4df14ad2-8712-4c55-8be6-c08dab59cd68,preservedspecimen,62748,birds,"palmer, h c",,,53568,kauai county,1891-02-18T00:00:00+00:00,0.43478260869565216,1891-02-18,,"[""dwc_country_replaced"", ""idigbio_isocountrycode_added"", ""taxon_match_failed""]",paroreomyza,"{""lat"": 22.0041103, ""lon"": -159.7594606}",rom,kauai island,,jhf 27163; hcp 760,18910218,kauai island
himatione sanguinea,himatione sanguinea,8e7a3f42-07ab-4c2b-a632-0c6dd883fbd6,preservedspecimen,4687,vz-bbm,,`apapane,"[""`Apapane""]",,,,0.15942028985507245,,,"[""dwc_family_replaced"", ""gbif_vernacularname_added"", ""dwc_taxonomicstatus_added"", ""gbif_genericname_added"", ""dwc_datasetid_added"", ""gbif_taxon_corrected"", ""dwc_parentnameusageid_added"", ""dwc_taxonid_added"", ""dwc_continent_added"", ""dwc_country_replaced"", ""idigbio_isocountrycode_added"", ""dwc_phylum_added"", ""dwc_multimedia_added"", ""gbif_canonicalname_added"", ""dwc_scientificnameauthorship_added"", ""gbif_reference_added"", ""dwc_originalnameusageid_added""]",himatione,"{""lat"": 21.1401, ""lon"": -157.012}",bpbm,,,,,
loxioides bailleui,loxioides bailleui,1f81e8b4-e320-4aa2-834b-264536d5f77f,preservedspecimen,3551,vz-bbm,h w henshaw,palila,"[""Palila""]",,,,0.2463768115942029,,,"[""dwc_family_replaced"", ""gbif_vernacularname_added"", ""dwc_multimedia_added"", ""dwc_taxonomicstatus_added"", ""gbif_genericname_added"", ""dwc_datasetid_added"", ""gbif_taxon_corrected"", ""dwc_taxonid_added"", ""dwc_country_replaced"", ""idigbio_isocountrycode_added"", ""dwc_phylum_added"", ""gbif_canonicalname_added"", ""dwc_scientificnameauthorship_added"", ""dwc_continent_added"", ""gbif_reference_added"", ""dwc_parentnameusageid_added""]",loxioides,"{""lat"": 19.8539, ""lon"": -155.494}",bpbm,hamakua,,collector number: --,04 apr 1903,"hamakua, hawaii = specimen label"
melamprosops phaeosoma,melamprosops phaeosoma,0f53d2b5-927d-4f48-93de-ad17cafbb656,preservedspecimen,184103,vz-bpbm,j kowalsky,po'ouli,"[""Po'ouli""]",,,,0.21739130434782608,,,"[""geopoint_datum_error"", ""geopoint_low_precision"", ""gbif_reference_added"", ""gbif_genericname_added"", ""dwc_parentnameusageid_added"", ""dwc_datasetid_added"", ""gbif_vernacularname_added"", ""dwc_continent_added"", ""dwc_country_replaced"", ""idigbio_isocountrycode_added"", ""dwc_phylum_added"", ""dwc_family_replaced"", ""dwc_scientificnameauthorship_added"", ""dwc_taxonomicstatus_added"", ""dwc_taxonid_added"", ""dwc_multimedia_added"", ""gbif_taxon_corrected"", ""gbif_canonicalname_added""]",melamprosops,"{""lat"": 20.74, ""lon"": -156.13}",bpbm,"haleakala (ne slope), hanawi natural area reserve",,collector number: 1371-04936,28 jan 1998,"hanawi natural area reserve,  6,480ft"
loxops coccineus,loxops coccineus,73542a83-eeb6-401f-9677-158ef0344e9b,preservedspecimen,3253,vz-bbm,h w henshaw,hawai'i 'akepa,"[""Hawai'i 'Akepa""]",,,,0.21739130434782608,,,"[""dwc_family_replaced"", ""gbif_vernacularname_added"", ""dwc_multimedia_added"", ""dwc_taxonrank_replaced"", ""dwc_taxonomicstatus_added"", ""gbif_genericname_added"", ""dwc_datasetid_added"", ""gbif_taxon_corrected"", ""dwc_parentnameusageid_added"", ""dwc_taxonid_added"", ""dwc_country_replaced"", ""idigbio_isocountrycode_added"", ""dwc_phylum_added"", ""gbif_canonicalname_added"", ""dwc_scientificnameauthorship_added"", ""dwc_continent_added"", ""gbif_reference_added"", ""dwc_originalnameusageid_added""]",loxops,"{""lat"": 19.7548, ""lon"": -155.145}",bpbm,kaiwiki,,collector number: --,13 feb 1900,"kaiwiki, hawaii = from copy of old catalog: aves 2301-4800"
hemignathus ellisianus,akialoa ellisiana,c4250088-adca-4ab3-8e4f-d1b347945f84,preservedspecimen,2205,vz-bbm,,`akialoa,"[""`Akialoa""]",,,,0.13043478260869565,,,"[""dwc_family_replaced"", ""gbif_vernacularname_added"", ""dwc_specificepithet_replaced"", ""dwc_taxonomicstatus_added"", ""gbif_genericname_added"", ""dwc_datasetid_added"", ""gbif_taxon_corrected"", ""dwc_parentnameusageid_added"", ""dwc_taxonid_added"", ""dwc_continent_added"", ""dwc_country_replaced"", ""idigbio_isocountrycode_added"", ""dwc_phylum_added"", ""gbif_canonicalname_added"", ""dwc_scientificnameauthorship_added"", ""gbif_reference_added"", ""dwc_originalnameusageid_added"", ""dwc_genus_replaced""]",akialoa,"{""lat"": 22.0627, ""lon"": -159.537}",bpbm,,,,,
loxioides bailleui,loxioides bailleui,33674347-7a69-428d-a9ac-0d9b41e1e0fe,preservedspecimen,175983,vz-bpbm,c e mcintosh & a engilis jr,palila,"[""Palila""]",,,,0.21739130434782608,,,"[""geopoint_datum_error"", ""geopoint_low_precision"", ""gbif_reference_added"", ""gbif_genericname_added"", ""dwc_parentnameusageid_added"", ""dwc_datasetid_added"", ""gbif_vernacularname_added"", ""dwc_continent_added"", ""dwc_country_replaced"", ""idigbio_isocountrycode_added"", ""dwc_phylum_added"", ""dwc_family_replaced"", ""dwc_scientificnameauthorship_added"", ""dwc_taxonomicstatus_added"", ""dwc_taxonid_added"", ""dwc_multimedia_added"", ""gbif_taxon_corrected"", ""gbif_canonicalname_added""]",loxioides,"{""lat"": 19.8, ""lon"": -155.57}",bpbm,"mauna kea, w slope of puu o kauha",,collector number: aejr 2028,19 aug 1987,"hawaii, hawaii, mauna kea (w slope of puu o kauha)"
hemignathus flavus,chlorodrepanis flava,6162c3e8-0a3c-44ee-b68c-ca38ed566cb4,preservedspecimen,1535,vz-bbm,a seale,o'ahu 'amakihi,"[""O'ahu 'Amakihi""]",,,,0.21739130434782608,,,"[""dwc_family_replaced"", ""gbif_vernacularname_added"", ""dwc_specificepithet_replaced"", ""dwc_taxonomicstatus_added"", ""gbif_genericname_added"", ""dwc_datasetid_added"", ""gbif_taxon_corrected"", ""dwc_parentnameusageid_added"", ""dwc_taxonid_added"", ""dwc_country_replaced"", ""idigbio_isocountrycode_added"", ""dwc_phylum_added"", ""gbif_canonicalname_added"", ""dwc_scientificnameauthorship_added"", ""dwc_continent_added"", ""gbif_reference_added"", ""dwc_originalnameusageid_added"", ""dwc_genus_replaced""]",chlorodrepanis,"{""lat"": 21.4838, ""lon"": -158.129}",bpbm,waianae mts.,,collector number: as 1789,23 feb 1901,waianae mts. oahu = specimen label
hemignathus virens,chlorodrepanis virens,2b95fe14-2999-4b69-b171-391fab1f7fd0,preservedspecimen,178303,vz-bpbm,j j jeffrey,common 'amakihi,"[""Common 'Amakihi""]",,,,0.18840579710144928,,,"[""geopoint_datum_error"", ""geopoint_low_precision"", ""dwc_family_replaced"", ""gbif_vernacularname_added"", ""dwc_parentnameusageid_added"", ""dwc_taxonomicstatus_added"", ""gbif_genericname_added"", ""dwc_datasetid_added"", ""gbif_taxon_corrected"", ""dwc_taxonid_added"", ""dwc_country_replaced"", ""idigbio_isocountrycode_added"", ""dwc_phylum_added"", ""gbif_canonicalname_added"", ""dwc_scientificnameauthorship_added"", ""dwc_continent_added"", ""gbif_reference_added"", ""dwc_originalnameusageid_added"", ""dwc_genus_replaced""]",chlorodrepanis,"{""lat"": 19.84, ""lon"": -155.6}",bpbm,puu laau,,collector number: --,05 oct 1989,"puu laau, mauna kea, hi island"
hemignathus flavus,chlorodrepanis flava,a11fbfff-8cfa-454c-8b9f-b709660a2ccf,preservedspecimen,1531,vz-bbm,a seale,o'ahu 'amakihi,"[""O'ahu 'Amakihi""]",,,,0.21739130434782608,,,"[""dwc_family_replaced"", ""gbif_vernacularname_added"", ""dwc_specificepithet_replaced"", ""dwc_taxonomicstatus_added"", ""gbif_genericname_added"", ""dwc_datasetid_added"", ""gbif_taxon_corrected"", ""dwc_parentnameusageid_added"", ""dwc_taxonid_added"", ""dwc_country_replaced"", ""idigbio_isocountrycode_added"", ""dwc_phylum_added"", ""gbif_canonicalname_added"", ""dwc_scientificnameauthorship_added"", ""dwc_continent_added"", ""gbif_reference_added"", ""dwc_originalnameusageid_added"", ""dwc_genus_replaced""]",chlorodrepanis,"{""lat"": 21.4838, ""lon"": -158.129}",bpbm,waianae mts.,,collector number: as 1741,20 feb 1901,waianae mts. oahu = specimen label
pseudonestor,pseudonestor,99b338f9-21c4-4817-a948-d1dc32a5178c,preservedspecimen,184245,vz-bpbm,j simon,"maui parrotbill, kiwikiu","[""Maui Parrotbill, Kiwikiu""]",,,,0.21739130434782608,,,"[""geopoint_datum_error"", ""geopoint_low_precision"", ""gbif_reference_added"", ""gbif_genericname_added"", ""dwc_parentnameusageid_added"", ""dwc_datasetid_added"", ""gbif_vernacularname_added"", ""dwc_continent_added"", ""dwc_country_replaced"", ""idigbio_isocountrycode_added"", ""dwc_phylum_added"", ""dwc_family_replaced"", ""dwc_scientificnameauthorship_added"", ""dwc_taxonomicstatus_added"", ""dwc_taxonid_added"", ""dwc_multimedia_added"", ""gbif_taxon_corrected"", ""gbif_canonicalname_added""]",pseudonestor,"{""lat"": 20.75, ""lon"": -156.13}",bpbm,"haleakala (ne slope), hanawi natural area reserve",,collector number: mapa 95-5,15 jul 1995,"20 degrees 45 min n, 156 degrees 08 min w.  6000-6600 ft."
vestiaria coccinea,vestiaria coccinea,3da54444-24b2-450f-9fb3-fdc4a4966d43,preservedspecimen,696,vz-bbm,a seale,,,,city and county of honolulu,1900-03-29T00:00:00+00:00,0.21739130434782608,1900-03-29t00:00z,,"[""geopoint_datum_missing"", ""dwc_multimedia_added"", ""gbif_reference_added"", ""dwc_scientificnameauthorship_added"", ""dwc_taxonomicstatus_added"", ""gbif_genericname_added"", ""dwc_datasetid_added"", ""gbif_taxon_corrected"", ""dwc_parentnameusageid_added"", ""gbif_vernacularname_added"", ""dwc_continent_added"", ""dwc_country_replaced"", ""dwc_taxonid_added"", ""idigbio_isocountrycode_added"", ""gbif_canonicalname_added"", ""dwc_originalnameusageid_added""]",vestiaria,"{""lat"": 21.46389, ""lon"": -157.95309}",bpbm,no exact locality,,,,
himatione sanguinea,himatione sanguinea,8f263d2b-d36d-4f3b-bd6f-e28560250105,preservedspecimen,179350,vz-bpbm,"c t atkinson, et al.",`apapane,"[""`Apapane""]",,,,0.21739130434782608,,,"[""geopoint_datum_error"", ""gbif_reference_added"", ""gbif_genericname_added"", ""dwc_datasetid_added"", ""gbif_vernacularname_added"", ""dwc_continent_added"", ""dwc_country_replaced"", ""idigbio_isocountrycode_added"", ""dwc_phylum_added"", ""dwc_family_replaced"", ""dwc_scientificnameauthorship_added"", ""dwc_originalnameusageid_added"", ""dwc_taxonomicstatus_added"", ""dwc_taxonid_added"", ""dwc_multimedia_added"", ""dwc_parentnameusageid_added"", ""gbif_taxon_corrected"", ""gbif_canonicalname_added""]",himatione,"{""lat"": 19.626, ""lon"": -155.363}",bpbm,"powerline road, (site 3)",,collector number: --,07 apr 1993,powerline 3 site [see map in acc'n file]
vestiaria coccinea,vestiaria coccinea,7ba4bfdb-89a2-438c-b31e-0d4a5a77514d,preservedspecimen,1584,vz-bbm,a seale,`i`iwi,"[""`I`iwi""]",,,,0.2318840579710145,,,"[""dwc_family_replaced"", ""gbif_vernacularname_added"", ""dwc_multimedia_added"", ""idigbio_isocountrycode_added"", ""dwc_taxonomicstatus_added"", ""gbif_genericname_added"", ""dwc_datasetid_added"", ""gbif_taxon_corrected"", ""dwc_taxonid_added"", ""dwc_parentnameusageid_added"", ""dwc_country_replaced"", ""dwc_phylum_added"", ""gbif_canonicalname_added"", ""dwc_scientificnameauthorship_added"", ""dwc_continent_added"", ""gbif_reference_added"", ""dwc_originalnameusageid_added""]",vestiaria,"{""lat"": 21.4838, ""lon"": -158.129}",bpbm,waianae mts.,,collector number: as 1698,28 jan 1901,"waianae mts, oahu"
oreomystis bairdi,oreomystis bairdi,d738510b-5fce-4e09-be3b-b12f1337d2be,preservedspecimen,147119,vz-bbm-x,,"`akikiki, kaua`i creeper","[""`Akikiki, Kaua`i Creeper""]",,,,0.17391304347826086,,,"[""dwc_family_replaced"", ""gbif_vernacularname_added"", ""dwc_taxonomicstatus_added"", ""gbif_genericname_added"", ""dwc_datasetid_added"", ""gbif_taxon_corrected"", ""dwc_taxonid_added"", ""dwc_continent_added"", ""dwc_country_replaced"", ""idigbio_isocountrycode_added"", ""dwc_phylum_added"", ""dwc_multimedia_added"", ""gbif_canonicalname_added"", ""dwc_scientificnameauthorship_added"", ""gbif_reference_added"", ""dwc_parentnameusageid_added""]",oreomystis,"{""lat"": 22.0627, ""lon"": -159.537}",bpbm,,,,--,
oreomystis mana,loxops mana,c0900f9c-c362-4813-a076-b7501b2fabe7,preservedspecimen,3992,vz-bbm,h w henshaw,hawai'i creeper,"[""Hawai'i Creeper""]",,,,0.2318840579710145,,,"[""dwc_family_replaced"", ""gbif_vernacularname_added"", ""dwc_taxonomicstatus_added"", ""gbif_genericname_added"", ""dwc_datasetid_added"", ""gbif_taxon_corrected"", ""dwc_parentnameusageid_added"", ""dwc_taxonid_added"", ""dwc_country_replaced"", ""idigbio_isocountrycode_added"", ""dwc_phylum_added"", ""gbif_canonicalname_added"", ""dwc_scientificnameauthorship_added"", ""dwc_continent_added"", ""gbif_reference_added"", ""dwc_originalnameusageid_added"", ""dwc_genus_replaced""]",loxops,"{""lat"": 19.7548, ""lon"": -155.145}",bpbm,kaiwiki,,collector number: --,19 jan 1900,"kaiwiki, hawaii, h.i. = from copy of old catalog: aves 2301-4800"
paroreomyza maculata,paroreomyza maculata,6e2d9843-cbdc-4377-bd65-b5151cd087f8,preservedspecimen,1478,vz-bbm,a seale,"o'ahu 'alauahio, oahu creeper","[""O'ahu 'Alauahio, Oahu Creeper""]",,,,0.2318840579710145,,,"[""dwc_family_replaced"", ""gbif_vernacularname_added"", ""dwc_multimedia_added"", ""dwc_taxonomicstatus_added"", ""gbif_genericname_added"", ""dwc_datasetid_added"", ""gbif_taxon_corrected"", ""dwc_parentnameusageid_added"", ""dwc_taxonid_added"", ""dwc_country_replaced"", ""idigbio_isocountrycode_added"", ""dwc_phylum_added"", ""gbif_canonicalname_added"", ""dwc_scientificnameauthorship_added"", ""dwc_continent_added"", ""gbif_reference_added"", ""dwc_originalnameusageid_added""]",paroreomyza,"{""lat"": 21.4838, ""lon"": -158.129}",bpbm,waianae mts.,,collector number: as 1694,26 jan 1901,"waianae mts, oahu."
hemignathus munroi,hemignathus wilsoni,6350a29e-21d9-4dab-a169-e141b0960518,preservedspecimen,3505,vz-bbm,h w henshaw,`akiapola'au,"[""`Akiapola'au""]",,,,0.2463768115942029,,,"[""dwc_family_replaced"", ""gbif_vernacularname_added"", ""dwc_specificepithet_replaced"", ""dwc_taxonomicstatus_added"", ""gbif_genericname_added"", ""dwc_datasetid_added"", ""gbif_taxon_corrected"", ""dwc_taxonid_added"", ""dwc_country_replaced"", ""idigbio_isocountrycode_added"", ""dwc_phylum_added"", ""gbif_canonicalname_added"", ""dwc_scientificnameauthorship_added"", ""dwc_continent_added"", ""gbif_reference_added"", ""dwc_parentnameusageid_added""]",hemignathus,"{""lat"": 19.7548, ""lon"": -155.145}",bpbm,kaiwiki,,collector number: --,25 jan 1900,"kaiwiki, hawaii = specimen label"
loxioides bailleui,loxioides bailleui,f1ade1b3-8cee-45af-8dca-bf39364a65f9,preservedspecimen,157295,vz-bbm-x,h w henshaw,palila,"[""Palila""]",,,,0.2463768115942029,,,"[""dwc_family_replaced"", ""gbif_vernacularname_added"", ""dwc_multimedia_added"", ""dwc_taxonomicstatus_added"", ""gbif_genericname_added"", ""dwc_datasetid_added"", ""gbif_taxon_corrected"", ""dwc_taxonid_added"", ""dwc_country_replaced"", ""idigbio_isocountrycode_added"", ""dwc_phylum_added"", ""gbif_canonicalname_added"", ""dwc_scientificnameauthorship_added"", ""dwc_continent_added"", ""gbif_reference_added"", ""dwc_parentnameusageid_added""]",loxioides,"{""lat"": 19.8539, ""lon"": -155.494}",bpbm,hamakua,,collector number: --,04 apr 1903,hawaii: hawaii: hamakua  [= catalog card]
telespiza ultima,telespiza ultima,76d00599-11e4-4e40-ad5f-ce775d33eb72,preservedspecimen,185201,vz-bpbm,m macdonald,nihoa finch,"[""Nihoa Finch""]",,,,0.21739130434782608,,,"[""rev_geocode_eez"", ""dwc_family_replaced"", ""gbif_vernacularname_added"", ""dwc_taxonomicstatus_added"", ""gbif_genericname_added"", ""dwc_datasetid_added"", ""gbif_taxon_corrected"", ""dwc_taxonid_added"", ""dwc_country_replaced"", ""idigbio_isocountrycode_added"", ""dwc_phylum_added"", ""dwc_multimedia_added"", ""gbif_canonicalname_added"", ""dwc_scientificnameauthorship_added"", ""dwc_continent_added"", ""gbif_reference_added"", ""dwc_parentnameusageid_added""]",telespiza,"{""lat"": 23.0602, ""lon"": -161.922}",bpbm,,,collector number: --,24 aug 2007,nihoa island = note received with specimen.
